lyrics,artist
 It's the start of a brand new day And I'm struggling to stay awake So I can just stumble outside Losing hope and my whole life I'm just scraping by Hoping no one will notice me Here I am again Trying to give in To another bitter end I don't think it'd be wrong To be alone tonight Please make this all end (And I'm watching the lights flow by) Watching the cars pass Thinking they won't last Darkness clouds all of my windows Darkness clouds all of my windows Taking my last breath Time flows out my chest I have lost the will to be I have lost the will to be Here I am again Trying to give in To another bitter end I don't think it'd be wrong To be alone tonight Please make this end And I could of changed the world With my accomplishments (2x) ,A Day to Remember
" I went to sleep thinking about you And I woke up just the same You made it so hard for me to close my eyes Don't worry babe, this will be alright in the end And I'll be your everything So we'll both tell ourselves that this for the best But I'm depending on you to lead me through So try to stop those hands, you're riding down my neck You touch, I tremble, you never were one to play fair These past four walls won't be the only thing that's keeping me from you This distance could never hold this back (I need you) So let's just take this time and we'll use this for reflection And I'll see you in three days And you'll think of me when you're next to him Don't mind my gasp, it's so much harder to breathe when you're near You made it so hard for me to learn through my eyes Don't mind me asking but could I trouble you, Miss, for a smile? Just give me one last wish with a kiss It's what my dreams are made of So we'll both tell ourselves that this for the best But I'm depending on you to lead me through So try to stop those hands, you're riding down my neck You touch, I tremble, you never were one to play fair These past four walls won't be the only thing that's keeping me from you This distance could never hold this back (I need you) So let's just take this time and we'll use this for reflection And I'll see you in three days And you'll think of me when you're next to him ",A Day to Remember
" Watch what you say on the stand You're running in circles I know more than you think And your words are empty Of all the heavenly hosts! This'll all make sense when the records gold What's a few more units for your soul? You're wasting my time While they're wasting away You'll never, you'll never save me You've dropped every line But they don't mean a thing You'll never, you'll never save me Oh! You live your life in the saddest way I've ever seen You are the reason I don't believe I'm not denying the worth of things unseen And this isn't a part of the next big thing I'm just dying to show them all that you are You are nothing ",A Day to Remember
" They used to tell me you got to choose a side Now it's four years later, and they beg for advice Don't trust the critic, he's a cynic, make the call for yourself This is my 10-step course to not be like everyone else And I know it's not the easiest route And I know it leaves you overflowing with doubt But if you want it, you can have it, hope it's all that you dreamt 'Cause once you got it, forget it, I won't be leaving this You can't trust everyone you meet They won't amount to anything Go tell them, go tell them It's not as simple as you think You can't trust everyone you meet They never meant that much to me Go tell them, go tell them It's not as simple as you think Clenched fists held above me You will never bring me to my knees, I said Clenched fists held above me You will never bring me to my knees You'll get what you deserve! ",A Day to Remember
" I’m a mess, that's the best way to describe it Having no time to myself is the only way I can fight it When I'm alone it's like I'm staring into a mirror Don't know the person inside it and that's never been any clearer I miss your family and I miss all our friends If you had it to do over, would you do it over again? 'Cause I would, it means something more to me There's a hole in my heart where you used to be I still wish you the best of luck, baby And don't go thinking that this was a waste of time I couldn't forget you if I tried You killed what was left of the good in me I'm tired, so let me be broken Look down at the mess that's in front of me No other words need be spoken And I've got nobody else to blame though I tried Kept all of our past mistakes held inside I’ll live with regret for my whole life I confess that I brought this all on myself Condemned to suffer alone, like there's nobody else When you're gone, it's like a whole part of me’s missing So I'll keep living the lie and just hope that you're listening I tried to make us a life here But our foundation was built on sand No time to run until the damage was done And I’ve never had the upper hand I still wish you the best of luck, baby And don't go thinking that this was a waste of time I couldn't forget you if I tried You killed what was left of the good in me I'm tired, so let me be broken Look down at the mess that's in front of me No other words need be spoken And I've got nobody else to blame though I tried Kept all of our past mistakes held inside I’ll live with regret for my whole life ",A Day to Remember
" I'm missing you so much, I'll say you died tonight Just so I can get to you before the sun will rise I know these times are hard, and I feel this too None of that ever seems to matter when I'm holding you And I'm wasting away, away from you And I'm wasting away, away from you What have I gotten into This time around? I know that I had sworn I'd never trust anyone again But I didn't have to, you had me at hello I've never seen a smile that can light the room like yours It's simply radiant, I see it more with every day that goes by I watch the clock to make my timing just right Would it be okay? Would it be okay if I took your breath away? And I'm wasting away, away from you And I'm wasting away, away from you What have I gotten into This time around? I know that I had sworn I'd never trust anyone again But I didn't have to, you had me at hello You gave me butterflies at the mailbox (You had me at hello) You gave me butterflies at the mailbox (You had me at hello) You gave me butterflies at the mailbox (You had me at hello) You gave me butterflies at the mailbox (You had me at hello) You gave me butterflies at the mailbox (You are so cute, you had me at hello) You gave me butterflies at the mailbox (You are so cute, you had me at hello) You gave me butterflies at the mailbox (You are so cute, you had me at hello) You gave me butterflies at the mailbox (You are so cute, you had me at hello) ",A Day to Remember
" If actions spoke louder than words You'd have made me deaf by now You make it seem so easy to love me For who I really am, am It'd break my heart, if we fell apart It'd be so hard to let you go It'd break my heart, if we fell apart It'd be so hard to watch you go So, let's not dwell on all those things we should have said As piece by piece, I can pick you up off my floor, off my floor So, let's not dwell on all those things we should have said As piece by piece, I can pick you up off my floor It's so crazy how it'd make my week Just to hear them mention your name Is it so hard to understand how you've got me Right in the palm of your hand? It'd break my heart, if we fell apart It'd be so hard to let you go It'd break my heart, if we fell apart It'd be so hard to watch you go So, let's not dwell on all those things we should have said As piece by piece, I can pick you up off my floor, off my floor So, let's not dwell on all those things we should have said As piece by piece, I can pick you up off my floor You're first and foremost, you're always on my mind Through the songs that I'll sing, I'll give you my heart You're first and foremost, you're always on my mind Through the songs that I'll sing, I'll give you my heart ",A Day to Remember
" So, I say goodbye to a town that has ears and eyes I can hear you whispering as I walk by (As I walk by) Familiar faces smiling back at me And I knew this would make them change (Make them change) The only thing that's going to bother me Is that you'll all call yourselves my friends Why can't you look me in the eyes one last time? The writing's on the wall, you've read that I'll be gone But if you call my name, just know that I'll come running For one more night to spare with you This is where I'm meant to be, please, don't leave me I've read these stories a thousand times and now I'll rewrite them all You're meddling in an anger you can't control She means the world to me, so hold your serpent tongue Is a whore's lies worth dying for? Trust me, I'm done! The only thing that's going to bother me Is that you'll all call yourselves my friends Why can't you look me in the eyes one last time? The writing's on the wall, you've read that I'll be gone But if you call my name, just know that I'll come running For one more night to spare with you This is where I'm meant to be, please, don't leave me I walked into your house this morning I brought the gun from our end table Your blood was strewn across the walls They'll find you on your bathroom floor I walked into your house this morning I brought the gun from our end table Your blood was strewn across the walls They'll find you on your bathroom floor when I'm done! ",A Day to Remember
,Pierce the Veil
" Take myself by the hand, join the queue What am I doing outside my bedroom? Just felt like a kind thing to do Just felt like something you Would do for me You'd do for me You'd do for me You'd do for me, I'd do for you too Take myself by the hand, join the queue What am I doing outside my bedroom? Just felt like a kind thing to do Just felt like something you Would do for me You'd do for me You'd do for me You'd do for me, I'd do for you too [Verse 1: Cavetown &amp; Vic Fuentes ] I know something you don't know I know something you don't know I can see you dancing 'round my living room To the same shit that you're always listening to Is it crazy to hope that we might gеt there soon? You can save mе and I will keep on saving you You shake me like a vine Want it all, but you just give me a bite And with the necessary pressure applied 'Cause, darling, I was long gone Think you might have saved my life ",Pierce the Veil
" Let's go! I kissed the scars on her skin I still think you're beautiful and I don't ever want to lose my best friend I screamed out, ""God, you vulture Bring her back or take me with her"" Tear it down, break the barricade! I want to see what sound it makes I hate this flavor with a passion and I fucking hate the aftertaste! How does it feel? How does it feel? Well, it feels like I'm on fire Wake up, I know you can hear me Make me a promise here tonight, love like a tidal wave Dreamless in early graves, I never want it to be this way The chemicals will bring you home again This is it, when it's done, we can say that When it's sudden death, we fight back (Oh, yeah, this was just as I suspected) Pretend like I don't entice you I've seen you circling the sky above my head You traitor! I will never be taken for granted again (Keep digging holes in the desert!) Say a prayer for you, I know that you're in pain But if we die at the same time, does it still scare you? Make me a promise here tonight (Let's go!) Dreamless in early graves, I never want it to be this way The chemicals will bring you home again This is it, when it's done, we can say that Oh my god, we’re not gonna make it We will bring the tidal wave We will bring the tidal wave We will bring the tidal wave We will bring the tidal wave We will bring the tidal wave! We will bring the tidal wave! We will bring the tidal wave! And nothing will remain! She's mine! You stay away from her, it's not her time 'Cause, baby, I'm the one who haunts her dreams at night Until she's satisfied ",Pierce the Veil
" They told him, ""Don't you ever come around here Don't wanna see your face, you better disappear"" The fire's in their eyes and their words are really clear So beat it, just beat it You better run, you better do what you can Don't wanna see no blood, don't be a macho man (Woo!) You wanna be tough, better do what you can So beat it, but you wanna be bad Just beat it, beat it, beat it, beat it No one wants to be defeated Showin' how funky and strong is your fight It doesn't matter who's wrong or right Just beat it (Beat it) Just beat it (Beat it) Just beat it (Beat it) Just beat it (Beat it, uh) They're out to get you, better leave while you can Don't wanna be a boy, you wanna be a man You wanna stay alive, better do what you can So beat it, just beat it (Woo!) You have to show them that you're really not scared (Woo!) You're playin' with your life, this ain't no truth or dare (Woo!) They'll kick you, then they'll beat you, then they'll tell you it's fair So beat it, but you wanna be bad ",Pierce the Veil
" Surf to me whatever you want And whenever you're breezing through Keep tearing my world apart As we lost the light, wet cash on the bar She fell victim to a violent wave And died on the jagged rocks But don't believe It's a never-ending summer 'Cause they don't exist Tied around your tongue in all The rage and spit So why am I the one falling apart? 'Cause you don't even know you're an angel Foolish am I for the times I come and go These stars defy love, so I close my eyes And sleep inside your worn-in bed outline Splash over your body while you drown on me You ain't seen nothin' yet, enter the galaxy Of our sober demise To the young and without type (Oh-oh-oh) In the morning, hear all the birds sing It never stops, then, with tears in your eyes You smiled dressed in Coppertone tan lines Oh-oh, I hope you don't regret me But don't believe It's a never-ending summer 'Cause they don't exist Tied around your tongue in all The rage and spit So why am I the one falling apart? 'Cause you don't even know you're an angel Foolish am I for the times I come and go These stars defy love, so I close my eyes And sleep inside your worn-in bed ",Pierce the Veil
" You're my favorite explosion (You know the only real way to cure pain is to add a little more Because everything new distracts the old) A violin with no hands plays symphonies With no words (With no words) A drowning boy with no voice prays Someone up there's telling me You'd better not get back up! I spit my heart into this red cup I'd better pick it back up, it might ruin your night And she said [Pre-Chorus: Vic Fuentes, and Vanessa Harris ] Baby, leave the water by the bed for later And I woke up without a single drop I told myself ""I'm tired of holding up your backup plans"" Go down your list and be satisfied It's all you have, it's not enough (True love comes from more than just the heart) She said paint a picture on me Throw your dress up and your heart away Yeah, I heard what you said A friend of a friend, these strangers at the party never paid And if that doesn't turn you on I'll keep talking 'till something does As we're covered in sand, you roll over and smile I told myself ""I'm tired of holding up your backup plans"" Go down your list and be satisfied It's all you have ",Pierce the Veil
" I'll breathe you in with smoke in the backyard light We used to laugh until we choked, into the wasted nights It was the best time of my life, but now I sleep alone So don't, don't, don't wake me up, cause my thrill is gone Say I'm wrong in the sunset turning red behind the smoke Forever and alone Yeah And you've gone and sewn me to this bed The taste of you and me will never leave my lips again Under the blinding rain (Blinding rain) I wanna hold your hand so tight, I'm gonna break my wrists (Break my wrists) And when the vultures sing tonight, I'm gonna join right in I'll sing along, (Oh, oh, oh) Because I don't know any other song I'll sing along , but I'm barely hanging on No, I'm barely hanging on By the time you're hearing this I'll already be gone And now there's nothing to do but scream at the drunken moon This isn't fair, no, don't you try to blame this on me My love for you was bulletproof, but you're the one who shot me And goddammit, I can barely say your name So, I'll try to write it and fill the pen with blood from the sink Woah. Oh But, don't just say it, you should sing my name Pretend that it's a song because forever, it's yours And we can sing this on the way home ",Pierce the Veil
" I'll breathe you in with smoke in the backyard light We used to laugh until we choked, into the wasted nights It was the best time of my life, but now I sleep alone So don't, don't, don't wake me up, cause my thrill is gone Say I'm wrong in the sunset turning red behind the smoke Forever and alone Yeah And you've gone and sewn me to this bed The taste of you and me will never leave my lips again Under the blinding rain I wanna hold your hand so tight, I'm gonna break my wrists And when the vultures sing tonight, I'm gonna join right in I'll sing along, (Oh, oh, oh) Because I don't know any other song I'll sing along, but I'm barely hanging on No, I'm barely hanging on By the time you're hearing this I'll already be gone And now there's nothing to do but scream at the drunken moon This isn't fair, no, don't you try to blame this on me My love for you was bulletproof, but you're the one who shot me And goddammit, I can barely say your name So, I'll try to write it and fill the pen with blood from the sink Woah. Oh But, don't just say it, you should sing my name Pretend that it's a song because forever, it's yours And we can sing this on the way home I'll sing along, (Oh, oh, oh) Cause I don't know any other song I'll sing along, but I'm barely hanging on No, I'm barely hanging on By the time you're hearing this I'll already be gone But, there's nothing to do, but tear my voice apart There's nothing to do, but scream at the drunken moon ",Pierce the Veil
" Do you know I count your heartbeats before you sleep? I bite my fingernails to bone And now I crawl back under the stairwell To a place I call my home I really hope you enjoy the show Because for me, it's just a bad day You need people like me to feel Maybe we're just having too much fun Maybe you can't handle yourself Staring at me with your lips and tongue You'll never know I don't know where I'm going to sleep tonight She said hotels are cheap and there's one down the street But, oh, don't you threaten me with a good time Murder the moment, my God, I'm the serpent I'm sorry, I can't see that you truly loved me Maybe we're just having too much fun Maybe you can't handle yourself Staring at me with your lips and tongue I've been having this dream that we can fly So maybe if we never wake up, we can see the sky Please don't take this out on me 'Cause you're the only thing that's keeping me alive And I don't want to wait for the down-set date 'Cause I would rather end it all tonight And if I mean anything to you I'm sorry, but I've made up my mind Maybe we're just having too much fun Maybe you can't handle yourself Staring at me with your lips and tongue I've been having this dream that we can fly So darling, close your eyes 'Cause you're about to miss everything (about to miss everything) About to miss everything (about to miss everything) ",Pierce the Veil
" Sunshine; There ain't a thing that you can do that's gonna ruin my night (But there's just something about) This dizzy dreamer and her bleeding little blue boy Licking your fingers like you're done and You've decided there is so much more than me (oh) And baby honestly it's harder breathing next to you, I shake I brought a gun and as the preacher tried to stop me Hold my heart it's beating for you anyway [Chorus: Jeremy McKinnon &amp; Vic Fuentes ] What if I can't forget you? (oh) I'll burn your name into my throat I'll be the fire that'll catch you What's so good about picking up the pieces? None of the colors ever light up anymore in this hole Oh Nobody prays for the heartless (No!) Nobody gives another penny for the selfish (You're learning how to taste what you kill now) Don't mind me, I'm just reaching for your necklace Talking to my mom about this little girl from Texas [Chorus: Jeremy McKinnon &amp; Vic Fuentes ] What if I can't forget you? (oh) I'll burn your name into my throat I'll be the fire that'll catch you What's so good about picking up the pieces? None of the colors ever light up anymore in this hole [Post-Chorus: Vic Fuentes &amp; Jeremy McKinnon ] Just give her back to me You know I can't afford the medicine that feeds what I need So baby what if I can't forget you? (What if I can't forget you?) Collide invisible lips like a shadow on the wall And just throw, oh no You can't just throw me away! ",Pierce the Veil
" Sunshine; There ain't a thing that you can do that's gonna ruin my night (But there's just something about) This dizzy dreamer and her bleeding little blue boy Licking your fingers like you're done and You've decided there is so much more than me (oh) And baby honestly it's harder breathing next to you, I shake I brought a gun and as the preacher tried to stop me Hold my heart it's beating for you anyway What if I can't forget you? (oh) I'll burn your name into my throat I'll be the fire that'll catch you What's so good about picking up the pieces? None of the colors ever light up anymore in this hole Oh Nobody prays for the heartless (No!) Nobody gives another penny for the selfish (You're learning how to taste what you kill now) Don't mind me, I'm just reaching for your necklace Talking to my mom about this little girl from Texas What if I can't forget you? (oh) I'll burn your name into my throat I'll be the fire that'll catch you What's so good about picking up the pieces? None of the colors ever light up anymore in this hole Just give her back to me You know I can't afford the medicine that feeds what I need So baby what if I can't forget you? (What if I can't forget you?) Collide invisible lips like a shadow on the wall and just throw, oh no You can't just throw me away! ",Pierce the Veil
" Like a rush shot through you Everyone is watching you Told you why I see no need for the sun (I've found a reason to say) A love you light is a love soon gone If this is it, don't bother, 'cause this love is a lie I'm a chemical kid, you're a mechanical bride When every vein is red out of the blue I held a diamond to the sun To count the moments on account of the way you Smile, smile for me (Oh, we're in slow motion when you) Smile, smile for me But, oh my God, I've been looking But I still hold your breath so you won't leave Pastel-red and porn star-white Ghost on the altar, we breathe, don't leave Say that the night sings alone And if there's a God, then I'm letting Him go All for you, you alone Raise my hands At the thought of you leaving me alone (What if I, what if I) (What if I, I still care?) Don't torture me or beg me Can you make me believe in tiring? As you fall fast asleep, it reminds me Of the slow symphonies behind me (They sing along) All the nightmares you'll see tomorrow All the stars on your ceiling They glow, but not for you Through the trees, I'll blow ",Pierce the Veil
" Listen, do you hear my heart beat thump over the monitors? You pretend to close your eyes, don't breathe in Pieces of candy and leaks of light (Leaks of light, light) Paint the floor 'round me, then without hesitating (Hesitating) You took my hand and then we both started running Both started running, there's no place to go Another bullet and we both started running Both started running too (Whoa-oh-ooh-whoa-oh) Save yourself, don't ever look back (Whoa-oh) Nowhere to go and so we both spin around in circles (Circles) Whoa-oh-oh-ooh-whoa-oh Creeping through these labyrinths I find another dead end to the weekend, but is this real life? Paper hearts turned ash begin to fly (Over our heads, I begin) Screaming while the exit signs read ""Heaven's waiting"" You took my hand and then we both started running Both started running, there's no place to go Another bullet and we both started running Both started running too (Whoa-oh-ooh-whoa-oh) Save yourself, don't ever look back (Whoa-oh) Nowhere to go and so and we both spin around in circles (Circles) Whoa-oh-oh-ooh-whoa-oh And I said, ""Hey, (Hey) what's on your mind? I think about my life without you and I start to cry"" And I said, ""Hey, (Hey) it's alright We'll make it, I love you and I'll never leave your side"" Whoa-oh-oh-oh You took my hand and then we both started running Both started running, there's no place to go Another bullet and we both started running Both started running too (Whoa-oh-ooh-whoa-oh) Save yourself, don't ever look back (Whoa-oh) Nowhere to go and so and we both spin around in circles (Circles) Oh, let's go! ",Pierce the Veil
 Seventeen and strung out on confusion Trapped inside a roll of disillusion I've found out what it takes to be a man Now mom and dad'll never understand Secrets collecting dust but never forget Skeletons come to life in my closet I've found out what it takes to be a man Now mom and dad'll never understand What's happening to me Seventeen and coming clean for the first time I finally figured out myself for the first time I've found out what it takes to be a man Now mom and dad'll never understand What's happening to me ,Pierce the Veil
" (So) Congratulations, (Long!) break a leg tonight What a shame I heard the understudy died under the knife Crying backwards under bedroom lights The operation, congratulations I don't think you'll ever want to love me You'd better listen to your doctor, doctor Sober up and bury the empty cup In a backyard of Seattle, we used to lie When I sew you up Don't let me stop bleeding Tiny stitches that you placed into my skin Won't let me go, oh no, oh no And they're ruining the mood So I'll toast every beat of my heart like a miracle And I don't think you'll ever want to love me You'd better listen to your doctor Doctors lie, lie, lie if the dollar is right Oh, my sweet little girl, hold your mouth and you'll be alright ""Gather round, gather round! Ladies and gentlemen, come from far, come from wide The moment you've all been waiting for Tonight, join us as we explore the spine-chilling mystery of death! And the miracle of resurrection!"" Please understand me when I'd rather see you dead Than live without me , so thirsty for more Beyond the sea blue light, I met the love of my life She'd rather see me dead than face me I like your starry eyes, they yell ""Surprise, surprise!"" I'm in love, but not for long Our operation, call off the operation Our operation, call off, off, off Another wave has turned its back on me Crashed back on the eyes of the first I see Can't count on anything (If your delicate eyes don't blink someday) For you, I'd count the salt under the sea (They might as well be gone) (Might as well be gone) ",Pierce the Veil
,Pierce the Veil
,Pierce the Veil
" Oh no, here we go again I look to receive what the earth and sea Had thought it'd be best not to even give me Even give me Now you say that I never bother you the way he did (Now open eyes) I saw the moon divorce the sky Is this what it's like? Don't run Spell out, spell out Spell out to me, babe So every week, we'll meet, a bed for the backseat A love drunk memory but such a beautiful routine Now you say that I never bother you the way he did (Now open eyes) Now I saw the moon divorce the sky tonight This remedy is worse than the disease and slowly killing me We like to run our blood thin And laugh at things we never did We like to run our blood thin And laugh at things Resay, say hello Resay, say hello (We like to run our blood thin) Resay, say hello (We like to run our blood thin) Resay... Now you say ""We're better off that way"" Now I saw the moon divorce the sky Is this what it's like? ",Pierce the Veil
" Oh no, here we go again I look to receive what the earth and sea Had thought it'd be best not to even give me Even give me Now you say that I never bother you the way he did (Now open eyes) I saw the moon divorce the sky Is this what it's like? Don't run Spell out, spell out Spell out to me, babe So every week, we'll meet, a bed for the backseat A love drunk memory but such a beautiful routine Now you say that I never bother you the way he did (Now open eyes) Now I saw the moon divorce the sky tonight This remedy is worse than the disease and slowly killing me We like to run our blood thin And laugh at things we never did We like to run our blood thin And laugh at things Resay, say hello Resay, say hello (We like to run our blood thin) Resay, say hello (We like to run our blood thin) Resay... Now you say ""We're better off that way"" Now I saw the moon divorce the sky Is this what it's like? ",Pierce the Veil
" I laid down, I drank the poison and then I passed the fuck out Now, let me tell you about the good life I have a million different kinds of fun When I'm asleep and in a dream that I'm your only one Can we create something beautiful and destroy it? Nobody knows I dream about it This is my imagination If you come over tonight, we can travel through time We can sleep on the ceiling and creep under black lights I have a million different girls that hide under my bed And when I let them out they treat me right Oh, what a waste of a perfectly good, clean wrist You were screaming till the police came Can we create something beautiful and destroy it? Nobody knows I dream about it This is my imagination If every living thing dies alone What am I doing here? If every living thing dies alone What am I doing here? Oh, fuck it! If it's the end of the world If it's the end of the world You and me should spend the rest of it in love Can we create something beautiful and destroy it? Nobody knows I dream about it This is my imagination If every living thing dies alone What am I doing here? If every living thing dies alone What am I doing here? What am I doing here? Oh, no ",Pierce the Veil
" Dive in, take a breath Blow the smoke through the hole in my chest Still choking on the bed Found your waste while the ember red keeps falling down and burning holes Until the pillow and the mattress glow Now I wanna be the tattoo ink that swims down through the needle in your skin And I wish I was poisonous Like a bottomless sound, like a violent drug Do you remember the knife I kept? The sharper it got, the more you wanted me to use it I was lying to you, but you were lying too So what's left to do? What's left to say? Stop making friends, just us I'll decompose with you So light the fuse inside your brain and we- We will detonate You threw your drink at the wall It started raining wine and glass so Stay and warm me with the Gentlemen Jack Gold locks on the cage Turn your diamond keys Open the door you'll see me digging out my getaway (Away, away, away) Hang the stars Who pulled the pin out of my heart? And just because you're screaming for my attention Does not mean I will waste my time So hold your breath and swim under the ice And modern anxiety That motherfucker never rests Our adrenaline is kickin' in so play the beat faster Head for the streets We're the puke and decay We're only dreaming, what's your problem baby? Don't mean to break your heart I'm the new fragrance in fermented jars In area code 666, oh ",Pierce the Veil
" All our times have come Here but now they're gone Seasons don't fear the reaper Nor do the wind, the sun or the rain We can be like they are Come on baby Don't fear the reaper Baby take my hand Don't fear the reaper We'll be able to fly Don't fear the reaper Baby I'm your man Valentine is done Here but now they're gone Romeo and Juliet Are together in eternity Romeo and Juliet 40,000 men and women everyday Like Romeo and Juliet 40,000 men and women everyday Redefine happiness Another 40,000 coming everyday We can be like they are Love of two is one Here but now they're gone Came the last night of sadness And it was clear she couldn't go on Then the door was open and the wind appeared The candles blew then disappeared The curtains flew then he appeared Saying don't be afraid Come on baby And she had no fear And she ran to him Then they started to fly They looked backward and said goodbye She had become like they are She had taken his hand She had become like they are Come on baby Don't fear the reaper Don't fear the reaper Don't fear the reaper Don't fear the reaper ",Pierce the Veil
" You're busy drawing hearts You run your fingers down the glass An open mirror Now you're sleeping in the front seat Like a crushed leaf on the concrete night (Murder ring) What are you talking about? (Murder ring) And how did you get into my house? I think you buried me too deep You had your way You almost seem alone But I've been driving you around I didn't think it could have lasted Now we broke another bracelet Tore it off your wrist tonight (Tonight, the center of the sun will separate in sparks!) (They're climbing up the sky and down the dark!) Do you think you'd better love me back? You said you want someone who actually cares But I'll say what I want because nobody's around when I talk It feels better to fall asleep alone ('Cause that's the only way I know) But I've been driving you around I didn't think it could have lasted Now we broke another bracelet Tore it off your wrist tonight And now that Cinderella's gone, she swallowed up the sun A middle-class explosion could be nice if we're the dynamite (Let us prey) Don't you miss me Or the night we snuck out your window? Oh Because, baby, baby, you're so crazy now Looks like I'm not the only one now And I can finally see the light Oh, there's a million stars tonight A single one could save my life Red water leaves us as we collide (Drella, Drella!) red water leaves us and I just drive ",Pierce the Veil
" There's no greater vengeance Than learning to enjoy again Hope you get the message Nobody's shatter-resistant (Shit) Therapy is tiring But so is hiding how you feel You can bring the villainy And I can bring the sex appeal Leave me something Or let me out, I'm starving Push me, pull me Waiting for the start of Things that I want, this happily-ever-after You choke on your words, but you swallow them faster I sleep on the couch while you're passed out in the back Just want you to be my еmergency contact Balanced on a razor bladе Lick you like a battery Your speakers can't handle the bass But you look good under the LEDs Leave me something Or let me out, I'm starving Push me, pull me Waiting for the start of Things that I want, this happily-ever-after You choke on your words, but you swallow them faster I sleep on the couch while you're passed out in the back Just want you to be my emergency contact ",Pierce the Veil
,Pierce the Veil
" Well you know that I'm cold Black on constellations gold And you know that your soul's Black top under lacing won't let it go It was all for you, all for you and more She won't chase him anymore To the end, never leave Fall asleep on the first I face And they say ""Play the game"" You and me found love lost under the shade Well you know I'm a ghost Pull the note out of my throat And leave me alone But it's all for you, all for you and more He won't take her anymore To the end, ever leave Fall asleep on the first I face And they say ""Play the game"" You and me found love lost under the shade ",Pierce the Veil
" I was saving, I was saving, I was saving I was saving myself for you I was saving myself for you I waited my whole life for you I was saving myself for you Tonight we'll be throwing a party Under the sunset we started to drink A little faster now The celebration, so many faces I say the words as the moon painted us blue I've been saving myself for you I've been saving myself for you I waited my whole life for you 'Cause I was saving myself for you Now brother, bring that beat back Now hold on, this is innocent blood, all the beach boys look like sharks Because without you nothing ever mattered I scream and wave my arms, but you don't understand me Now as I watch them feed on you, it's over If I die, you die too Because I'm saving myself for you I've been saving myself for you I waited my whole life for you 'Cause I was saving myself for you I just wanted one dance with you And one night under the smoke alarm Every single door in this house is on fire So melodramatic, but it turns me on I close my eyes it feels just like a movie I'm convinced that we don't make sense But, I'd kill anyone who gets close ",Pierce the Veil
,Pierce the Veil
,Pierce the Veil
" (Oh-oh-oh-oh, oh-oh-oh) (Oh, oh, oh, oh) (Oh, oh-oh-oh) (Oh, oh, oh, oh) Rage in us, your thirst I'm taking Pull the plug , I'll keep on shaking And thrustin' about your apartment Drowned on the blankets, floral and fading, huh Painful lust, two aching guts They tear through each other in the mirror This happy vacation, there's no motivation To hold me up You say you want to chase the moon like fire Well, together we can fake our own deaths here Just wanna be alone and watch as you all just disappear (Whoa-oh-ooh, oh, oh-oh-oh) D-d-d-darker now, kicked out and sleeping in your car You roll the window down (Oh-oh) Enough to dream and make-believe Our lights knocked out, turned upside down And I'm just a stupid motherfucker, can't figure it out I want devil horns , I wanna breathe in your rush I wanna leap when you want me to fly But darling, I don't mean to beg (Oh-whoa-oh, oh) But these thorns on the stem are nearly tearing up my skin And now you wanna chase the moon like fire Well, together we can fake our own deaths here Just wanna be alone and watch as you all just disappear Tony! (Oh, oh-oh-oh) ",Pierce the Veil
" Rage in us Your thirst I'm taking Pull the plug, I'll keep on shaking And thrustin' about your apartment Drowned on the blankets floral and fading Painful lust, two aching guts They tear through each other in the mirror This happy vacation, there's no motivation To hold me up You say you want to chase the moon like fire Well, together we can fake our own deaths here Just wanna be alone and watch as you all just disappear D-d-d-darker now Kicked out and sleeping in your car You roll the window down enough to dream and make-believe Our lights knocked out, turned upside down And I'm just a stupid motherfucker Can't figure it out I want devil horns I wanna breathe in your rush I wanna leap when you want me to fly But darlin', I don't mean to beg But these thorns on the stem are nearly tearing up my skin And now you wanna chase the moon like fire Well, together we can fake our own deaths here Just wanna be alone and watch as you all just disappear TONY! Close your eyes Picture you and I Selling daylight for gasoline ",Pierce the Veil
" Oh! Are you up there? Just give me a signal, I'm reaching you now 'Cause I remember the sound Of your voice, but I don't remember what we talked about It doesn't matter, that's a waste of time So take off your rings and lipstick for me I swear that I can hear you in the wind You're singing to me and Dancing in the halls outside again I'm always listening Send me off into space on this rocket invention We'll look at the lights over the atmosphere Eat gold medal ribbon 'til we die up here It's self-sabotage, suffocation, and stale taste of blood I swear that I can hear you in the wind You're singing to me and You're dancing in the halls outside again And I'm always listening ",Pierce the Veil
" Cannot spend another night in this home I close my eyes and take a breath real slow The consequence is if I leave, I'm alone But what's the difference when you beg for love? 'Cause I run through glass in the street Kerosene hearts carry the name that my father gave me And take the face of the wolf 'Cause this is a wasteland, my only retreat With heaven above you, there's hell over me I met a girl who never looked so alone Like sugar water in your mouth lukewarm She tied a cherry stem for me with her tongue We fell in love and now we're both alone 'Cause I don't need any more friends And another kiss like a fire on pavement We'll burn it down to the end Oh, oh This is a wasteland, my only retreat With heaven above you, there's hell over me The water is rusted, the air is unclean And there for a second, I feel free This is a wasteland, my only retreat I've waited all this night to honor you and say ""I know it's hard, but who are you to fall apart on me, on me?"" This is a wasteland, my only retreat With heaven above you, there's hell over me 'Cause this is a wasteland, my only retreat With heaven above you, there's hell over me You said what about us, well what about me? Hang from the gallows, asleep in the rain This is a wasteland, my only retreat ",Pierce the Veil
